Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1971-02-01T09:05,4.5,33.754,1.5,3.02,1.69,4.4,9.11,0.84,2.8,,,,,,,
1971-02-02T09:00,4.4,33.721,,,,,,,,,,,,,,
1971-02-03T09:10,4.5,33.657,1,5.28,1.35,6.1,12.73,1.03,5.4,17020,520,16500,1.02,0.54,0.48,Margrit Kanje
1971-02-04T09:00,4.5,33.391,,,,,,,,,,,,,,
1971-02-05T09:00,4.2,32.788,1.4,1.18,1.18,8.1,10.46,0.88,12.1,166550,6550,160000,5.76,1.9,3.87,Margrit Kanje
1971-02-08T09:00,4.4,33.166,2,1.32,1.32,7.2,9.84,0.87,4.3,,,,,,,
1971-02-09T09:00,4.4,32.955,,,,,,,,,,,,,,
1971-02-10T09:00,4.4,32.93,2.5,1.34,1.34,4.9,7.58,0.88,3.7,32280,1880,30400,2.43,0.63,1.8,Margrit Kanje
1971-02-11T09:00,4.3,32.833,,,,,,,,,,,,,,
1971-02-12T09:40,4.3,32.982,2.5,1.5,1.5,9.3,12.3,0.97,5.1,189400,1750,187650,4.22,0.18,4.05,Margrit Kanje
1971-02-15T08:55,4.4,33.308,2,1.43,1.43,6.1,8.96,0.84,7.1,,,,,,,
1971-02-16T09:00,4.4,33.33,,,,,,,,,,,,,,
1971-02-17T08:55,4.4,33.358,2.4,1.37,1.37,5.8,8.54,0.58,5.5,16720,640,16080,0.71,0.19,0.52,Margrit Kanje
1971-02-18T09:00,4.3,33.444,,,,,,,,,,,,,,
1971-02-19T09:20,4.5,33.528,3,1.53,1.53,7,10.06,0.59,2.8,213690,40,213650,4.5,0.16,4.34,Margrit Kanje
1971-02-22T09:00,4.6,33.507,3,8.42,1.4,5.9,15.72,0.59,6.1,,,,,,,
1971-02-23T09:00,4.5,33.503,,,,,,,,,,,,,,
1971-02-24T09:00,4.5,33.329,1.6,5.05,1.3,7.3,13.65,0.62,3.6,228160,2760,225400,10.75,1.66,9.1,Margrit Kanje
1971-02-25T09:00,4.5,33.219,,,,,,,,,,,,,,
1971-02-26T09:00,4.1,32.839,1.5,4.55,1.24,5.9,11.69,0.78,3.7,242100,2100,240000,6.41,1.61,4.8,Margrit Kanje
1971-03-01T09:10,2.8,30.516,1.2,24.21,1.3,9.9,35.41,0.97,17.1,199200,4500,194700,12.71,8.14,4.57,Margrit Kanje
1971-03-02T09:00,2.7,29.941,,,,,,,,,,,,,,
1971-03-03T09:00,2.5,29.996,1.3,26.22,1.26,9.2,28.08,0.84,19,82400,1400,81000,3.22,0.8,2.42,Margrit Kanje
1971-03-04T09:00,2.4,30.626,,,,,,,,,,,,,,
1971-03-05T09:00,2.1,30.259,1.2,16.97,1.31,12,30.28,0.97,13.4,124100,4100,120000,3.33,0.93,2.4,Margrit Kanje
1971-03-08T08:40,2.3,30.474,2,,1.14,,,0.86,,,,,,,,
1971-03-09T09:00,2.9,31.104,,,,,,,,,,,,,,
1971-03-10T08:50,3.1,31.842,1.2,9.31,1.27,7.3,17.88,0.8,8.2,27600,520,27080,1.59,0.34,1.25,Margrit Kanje
1971-03-11T09:00,3.2,,,,,,,,,,,,,,,
1971-03-12T08:35,3.2,32.224,1.4,6.8,1.09,7.6,15.49,0.95,3.6,222220,42180,180040,9.2,5.4,3.8,Margrit Kanje
1971-03-15T08:55,3.5,32.396,1.8,10.78,1.15,7.3,19.23,0.7,12.3,,,,,,,
1971-03-16T09:00,3.1,32.568,,,,,,,,,,,,,,
1971-03-17T08:40,3.5,32.308,2.3,15.97,1.09,8.2,25.26,0.7,10.3,49280,280,49000,1.84,0.22,1.62,Margrit Kanje
1971-03-18T09:00,3.4,32.086,,,,,,,,,,,,,,
1971-03-19T08:40,3.6,32.098,2,13.8,1.18,7.7,22.68,0.74,11.6,162790,9790,153000,18.78,15.72,3.06,Margrit Kanje
1971-03-22T09:15,3.5,29.827,2,23.14,1.08,12,36.22,1.02,20.6,,,,,,,
1971-03-23T09:00,3.5,30.434,,,,,,,,,,,,,,
1971-03-24T08:45,3.7,31.176,2.4,20.88,1.08,11.3,33.26,0.86,10.4,23780,2120,21660,29.96,28.66,1.3,Margrit Kanje
1971-03-25T09:00,3.9,31.584,,,,,,,,,,,,,,
1971-03-26T08:30,3.7,32.173,4,18.99,1.06,7.9,27.95,0.71,10.9,,,,,,,
1971-03-29T08:50,3.9,32.382,3.8,18.14,1.04,8.7,27.88,0.67,9.9,203800,3450,200350,4.54,0.47,4.07,Margrit Kanje
1971-03-30T09:00,3.7,32.54,,,,,,,,,,,,,,
1971-03-31T08:50,3.7,32.497,5,15.29,1,7.5,23.79,0.65,8.2,30960,960,30000,29.5,28.26,1.24,Margrit Kanje
1971-04-01T09:00,3.8,32.364,,,,,,,,181580,13180,168400,35.04,30.85,4.18,Erik Hagmeier; N.N.
1971-04-02T09:00,3.8,,,,,,,,,,,,,,,
1971-04-05T09:05,4.2,29.951,2.1,26.54,1.35,6.6,34.49,1.11,22.2,200480,200,200280,9.34,0.4,8.94,Erik Hagmeier; N.N.
1971-04-06T09:00,4,32.378,,,,,,,,,,,,,,
1971-04-07T09:00,4.2,,,,,,,,,,,,,,,
1971-04-08T08:30,4.2,32.604,7,17.85,0.87,9.1,27.82,0.6,8.2,26740,200,26540,71.43,70,1.43,Erik Hagmeier; N.N.
1971-04-13T11:00,4.7,32.475,,,,,,,,44540,920,43620,30.47,28.44,2.03,Erik Hagmeier; N.N.
1971-04-14T09:10,5.2,31.446,4,13.74,1.14,8.5,23.38,1.2,6.9,191280,1960,189320,25.68,14.65,11.03,Erik Hagmeier; N.N.
1971-04-15T08:45,5.3,30.937,,,,,,,,57260,680,56580,44.33,42.46,1.87,Erik Hagmeier; N.N.
1971-04-16T09:00,5.3,,,,,,,,,,,,,,,
1971-04-19T08:55,5.3,32.394,3.5,11.43,0.86,7.7,19.99,0.54,6.6,448320,1800,446520,20.4,0.99,19.41,Erik Hagmeier; N.N.
1971-04-20T09:00,5.5,31.819,,,,,,,,,,,,,,
1971-04-21T09:00,5.8,30.934,4,17.89,1.27,8.7,27.86,0.71,9.5,304920,880,304040,46.46,29.12,17.34,Erik Hagmeier; N.N.
1971-04-22T09:00,5.9,31.755,,,,,,,,,,,,,,
1971-04-23T08:50,6.1,31.892,4,5.88,0.96,5.3,12.14,0.47,1.6,324880,1560,323320,13.44,0.16,13.29,Erik Hagmeier; N.N.
1971-04-26T09:10,5.5,32.578,3,13.42,0.84,8.7,22.96,0.5,6.1,620760,110440,510320,61.24,43.1,18.14,Erik Hagmeier; N.N.
1971-04-27T09:00,6,31.324,,,,,,,,,,,,,,
1971-04-28T08:50,6,31.738,3.6,4.98,1.02,5.8,11.8,0.46,,424480,48720,375760,23.44,9.9,13.55,Erik Hagmeier; N.N.
1971-04-29T09:00,5.7,32.62,,,,,,,,,,,,,,
1971-04-30T08:50,6.1,31.972,2.4,19.24,0.92,7.8,27.96,0.45,1.6,869580,397980,471600,72.67,56.14,16.54,Erik Hagmeier; N.N.
1971-05-03T08:40,7.1,30.337,1.6,29.04,1.14,11.3,41.48,0.31,1.2,1037060,549940,487120,105.18,87.19,17.99,Erik Hagmeier; N.N.
1971-05-04T09:00,7.4,29.952,,,,,,,,,,,,,,
1971-05-05T09:15,8,29.437,2.2,14.67,1.13,12.3,28.1,0.55,0.3,2387240,1792920,594320,320.43,282.81,37.62,Erik Hagmeier; N.N.
1971-05-06T09:00,7.9,30.341,,,,,,,,,,,,,,
1971-05-07T08:45,7.8,30.806,2,15.59,1.1,11,27.69,0.27,0.4,2847240,2140640,706600,263.94,233.02,30.91,Erik Hagmeier; N.N.
1971-05-10T09:20,7.7,32.033,3.8,5.31,0.9,6.5,12.71,0.13,,1868000,1268360,599640,133.44,114.52,18.92,Erik Hagmeier; N.N.
1971-05-11T09:00,8.9,31.082,,,,,,,,,,,,,,
1971-05-12T08:45,8.5,31.548,3.6,13.81,0.93,11.2,25.94,0.28,,1887160,1377580,509580,187.94,165.31,22.64,Erik Hagmeier; N.N.
1971-05-13T09:00,9.1,31.085,,,,,,,,,,,,,,
1971-05-14T08:30,9.8,30.627,3.6,13.05,0.99,8.6,22.64,0.2,1.9,1403600,990160,413440,179.2,161.9,17.3,Erik Hagmeier; N.N.
1971-05-17T08:45,9.5,30.955,4.2,8.8,0.79,10.1,19.69,0.19,,957560,618720,338840,86.44,73.24,13.2,Erik Hagmeier; N.N.
1971-05-19T08:40,10.9,30.106,4.8,14.79,0.73,10.8,26.32,0.18,,840360,363600,476760,85.55,65.02,20.53,Erik Hagmeier; N.N.
1971-05-21T08:05,9.7,31.568,6.5,11.66,0.66,6.9,19.22,0.18,0.7,578880,38240,540640,27.8,11.5,16.3,Erik Hagmeier; N.N.
1971-05-24T09:40,8.3,32.796,6.5,6.82,0.65,12.4,19.87,0.37,,169040,360,168680,6.99,0.22,6.76,Erik Hagmeier; N.N.
1971-05-25T09:00,7.6,33.143,,,,,,,,,,,,,,
1971-05-26T08:15,7.7,33.201,,5.82,0.57,4.6,10.99,0.33,0.9,133840,1000,132840,5.92,0.84,5.08,Erik Hagmeier; N.N.
1971-05-28T08:05,8.5,32.889,,7.77,0.52,8.7,16.99,0.28,0.2,105600,120,105480,3.94,0.18,3.76,Erik Hagmeier; N.N.
1971-06-01T08:10,9.7,32.032,,,,,,,,179600,40,179560,6.29,0.16,6.13,Erik Hagmeier; N.N.
1971-06-02T08:30,11.2,30.83,,8.47,0.41,7.3,16.18,0.29,0.9,,,,,,,
1971-06-03T09:00,11.3,30.698,,,,,,,,,,,,,,
1971-06-04T08:15,11.5,31.711,4,6.94,0.41,7.3,14.65,0.22,0.8,205560,120,205440,7.25,0.44,6.81,Erik Hagmeier; N.N.
1971-06-07T08:10,11.2,31.849,4.5,5.9,0.32,7.8,14.02,,1.2,165480,920,164560,7.79,0.28,7.52,Erik Hagmeier; N.N.
1971-06-08T09:00,11.8,32.266,,,,,,,,,,,,,,
1971-06-09T08:45,11.6,32.393,4.8,5.75,0.3,7.1,13.15,0.1,,84840,0,84840,3.69,0,3.69,Erik Hagmeier; N.N.
1971-06-10T09:00,10.9,32.607,,,,,,,,,,,,,,
1971-06-11T09:25,9.8,32.904,4.3,6.05,0.36,12,18.41,0.49,2.2,195840,1440,194400,5.27,0.5,4.77,Erik Hagmeier; N.N.
1971-06-14T08:10,10.9,32.51,5,6.93,0.35,8.5,15.78,0.29,,76840,160,76680,4.02,0.52,3.5,Erik Hagmeier; N.N.
1971-06-16T08:00,11.1,32.007,5.3,3.94,0.36,10.3,14.6,0.63,0.5,157960,0,157960,5.95,0,5.95,Erik Hagmeier; N.N.
1971-06-18T08:20,11.2,32.085,5,4.66,0.38,7.4,12.44,0.44,2,124360,1760,122600,34.44,29.8,4.64,Erik Hagmeier; N.N.
1971-06-21T08:45,11,32.554,5.8,3.31,0.33,12.6,16.24,0.37,5.7,187120,760,186360,7.42,0.82,6.6,Erik Hagmeier; N.N.
1971-06-22T09:00,10.9,32.782,,,,,,,,,,,,,,
1971-06-23T08:40,10.5,32.972,4.2,4.87,0.35,7.1,12.32,0.33,1.4,211480,1840,209640,10.16,1.52,8.64,Erik Hagmeier; N.N.
1971-06-24T09:00,11.4,32.375,,,,,,,,,,,,,,
1971-06-25T08:15,12.4,31.511,3.5,8.74,0.51,9.5,18.75,0.41,2.3,424899,41459,383440,20.63,9.22,11.41,Erik Hagmeier; N.N.
1971-06-28T08:05,12.4,32.472,3.5,8.21,0.42,9.6,18.23,0.38,1.2,,,,,,,
1971-06-29T09:00,11.7,32.722,,,,,,,,,,,,,,
1971-06-30T08:45,12.7,31.496,3.5,12.04,0.49,7.7,20.23,0.42,5.7,151200,10240,140960,13.68,6.08,7.6,Erik Hagmeier; N.N.
1971-07-01T09:00,12.8,31.101,,,,,,,,,,,,,,
1971-07-02T08:20,13,31.599,4,10.44,0.49,7.1,18.03,0.34,1.9,262560,38540,224020,24.16,14.4,9.76,Erik Hagmeier; N.N.
1971-07-05T08:10,14.4,31.11,5,9.78,0.57,9.5,19.85,0.36,1.2,275180,23160,252020,27.22,15.96,11.25,Erik Hagmeier; N.N.
1971-07-06T08:35,15,30.736,,,,,,,,882590,570940,311650,85.19,73.01,12.18,Erik Hagmeier; N.N.
1971-07-07T08:40,15.6,30.499,4.5,9.2,0.57,8.3,18.07,0.19,0.1,455780,135300,320480,75.26,59.59,15.67,Erik Hagmeier; N.N.
1971-07-08T09:00,17.2,29.751,,,,,,,,,,,,,,
1971-07-09T08:30,17.9,29.532,5.1,4.59,0.65,18,23.24,0.17,0.1,576780,272960,303820,60.41,50.1,10.31,Erik Hagmeier; N.N.
1971-07-12T08:35,16.2,30.583,5.5,5.54,0.34,4.5,10.38,0.08,0.1,602860,423620,179240,123.47,72.77,50.7,Erik Hagmeier; N.N.
1971-07-13T09:00,14.7,31.294,,,,,,,,,,,,,,
1971-07-14T08:55,14.4,31.994,4.7,6.38,0.27,4,10.65,0.16,0.1,240000,41200,198800,96.12,76.12,20,Erik Hagmeier; N.N.
1971-07-15T09:40,13.8,32.317,,,,,,,,150460,16700,133760,15.54,5.26,10.28,Erik Hagmeier; N.N.
1971-07-16T09:00,14.1,,,,,,,,,,,,,,,
1971-07-19T08:15,15.1,31.559,5,5.47,0.24,2.2,7.91,0.24,1.4,258760,3720,255040,14.24,1.8,12.44,Erik Hagmeier; N.N.
1971-07-20T09:00,15.8,31.117,,,,,,,,,,,,,,
1971-07-21T09:00,15.5,31.453,4.2,2.97,0.36,3.8,7.13,0.29,0.1,263330,1080,262250,35.65,4.28,31.37,Erik Hagmeier; N.N.
1971-07-22T09:00,15.6,31.681,,,,,,,,,,,,,,
1971-07-23T09:00,15.3,32.129,6,2.93,0.23,4.2,7.36,0.13,8.2,188000,240,187760,32.66,0.92,31.74,Erik Hagmeier; N.N.
1971-07-26T09:00,16.3,31.935,6.5,3.81,0.29,4.9,9,0.3,2.4,84620,120,84500,24.58,0.24,24.34,Erik Hagmeier; N.N.
1971-07-27T09:00,16.4,32.224,,,,,,,,,,,,,,
1971-07-28T09:05,16.8,31.778,7,3.35,0.41,5,8.76,0.49,0.4,191240,80,191160,29.02,0.24,28.78,Erik Hagmeier; N.N.
1971-07-29T09:00,16.7,32.422,,,,,,,,,,,,,,
1971-07-30T08:50,16.6,32.252,9,5.71,0.29,5.5,11.5,0.32,2.2,124840,280,124560,23.19,0.68,22.51,Erik Hagmeier; N.N.
1971-08-02T08:45,17.3,30.815,3.2,9.1,0.68,5.9,15.68,0.76,1,159880,1480,158400,12.47,2.32,10.15,Erik Hagmeier; N.N.
1971-08-03T09:00,17.6,31.102,,,,,,,,,,,,,,
1971-08-04T08:45,16.9,32.396,7.3,2.84,0.28,4.9,8.02,0.29,1.9,83680,240,83440,8.46,0.68,7.78,Erik Hagmeier; N.N.
1971-08-05T09:00,16.7,32.765,,,,,,,,,,,,,,
1971-08-06T08:40,16.6,32.757,7.8,2.71,0.25,3.7,6.66,0.25,4.6,61600,120,61480,6.6,0.28,6.32,Erik Hagmeier; N.N.
1971-08-09T08:55,16.3,32.688,4,4.26,0.3,3.1,7.66,0.41,10,168840,640,168200,11.26,3.48,7.78,Erik Hagmeier; N.N.
1971-08-10T09:00,15.8,32.58,,,,,,,,,,,,,,
1971-08-11T08:50,16.5,32.294,4.2,3.03,0.31,6.9,10.24,0.32,4.7,134720,440,134280,19.87,1.2,18.67,Erik Hagmeier; N.N.
1971-08-12T09:00,15.8,32.862,,,,,,,,,,,,,,
1971-08-13T09:15,16.1,32.656,5.3,6,0.35,7,13.35,0.48,3.5,78040,920,77120,8.25,1.64,6.62,Erik Hagmeier; N.N.
1971-08-16T09:05,16.1,32.626,2.8,4.38,0.38,5.8,10.56,0.15,3.5,116560,1760,114800,10.41,1.11,9.3,Erik Hagmeier; N.N.
1971-08-17T09:00,16.4,32.338,,,,,,,,,,,,,,
1971-08-18T08:55,16.4,32.671,4.2,9.03,0.42,2.8,12.25,0.61,4.3,149560,1320,148240,15.38,2.94,12.44,Erik Hagmeier; N.N.
1971-08-19T09:00,16.4,32.215,,,,,,,,,,,,,,
1971-08-20T08:45,16.8,32.468,4.5,8.01,0.53,5,13.54,0.77,5.7,82400,2000,80400,16.02,7.59,8.43,Erik Hagmeier; N.N.
1971-08-23T08:40,16.8,32.477,3.5,2.09,0.35,4,6.44,0.32,6.4,138800,29660,109140,121.15,93.74,27.41,Erik Hagmeier; N.N.
1971-08-24T09:00,16.3,32.737,,,,,,,,,,,,,,
1971-08-25T08:40,16.4,32.873,5.5,2.24,0.24,6,8.48,0.28,1,207720,55320,152400,69.18,54.07,15.11,Erik Hagmeier; N.N.
1971-08-26T09:00,16.5,32.919,,,,,,,,,,,,,,
1971-08-27T08:45,16.2,33.051,6.2,1.84,0.14,2,3.98,0.19,,177900,84060,93840,51.56,42.44,9.12,Erik Hagmeier; N.N.
1971-08-30T08:45,16.4,32.906,5,1.84,0.19,3.3,5.33,0.23,1.1,187960,117640,70320,29.97,23.44,6.53,Erik Hagmeier; N.N.
1971-08-31T09:00,16.4,32.898,,,,,,,,,,,,,,
1971-09-01T09:00,16.3,32.92,4.4,4.4,0.19,5.1,9.69,0.31,,341160,2560,338600,18.98,1.65,17.33,Erik Hagmeier; N.N.
1971-09-02T09:00,16.4,32.844,,,,,,,,,,,,,,
1971-09-03T08:40,16.4,32.736,3.8,2.97,0.43,3.2,6.6,0.31,3.5,671640,201200,470440,43.32,20.71,22.61,Erik Hagmeier; N.N.
1971-09-06T09:10,16.4,32.501,2.8,4.33,0.36,5.5,10.19,0.54,1.1,262880,2840,260040,30.03,20.4,9.63,Erik Hagmeier; N.N.
1971-09-07T09:00,16.6,32.467,,,,,,,,,,,,,,
1971-09-08T08:45,16.6,32.439,4.3,4.32,0.3,0.1,4.72,0.55,3.2,799840,191600,608240,37.32,14.21,23.11,Erik Hagmeier; N.N.
1971-09-09T09:00,16.7,31.845,,,,,,,,,,,,,,
1971-09-10T08:55,16.3,32.504,4,7.83,0.22,4.9,12.95,0.9,0.4,198460,12860,185600,27.88,16.35,11.53,Erik Hagmeier; N.N.
1971-09-13T08:55,16.2,32.562,3.8,3.36,0.23,5.1,8.69,0.52,0.4,174000,1160,172840,12.03,1.44,10.58,Erik Hagmeier; N.N.
1971-09-14T09:00,15.6,32.184,,,,,,,,,,,,,,
1971-09-15T09:00,15.6,32.312,4.1,5.27,0.36,4.6,10.23,1.02,0.9,319390,3920,315470,15.72,2.65,13.07,Erik Hagmeier; N.N.
1971-09-16T09:15,15.5,32.193,,,,,,,,108280,160,108120,16.03,0.72,15.31,Erik Hagmeier; N.N.
1971-09-17T09:00,15.4,,,,,,,,,,,,,,,
1971-09-20T08:50,15.9,32.356,5.5,4.47,0.36,5.3,10.13,1.37,1.4,121000,360,120640,9.72,1.12,8.6,Erik Hagmeier; N.N.
1971-09-21T09:00,16,32.22,,,,,,,,,,,,,,
1971-09-22T09:05,16.1,32.358,5.3,5.1,0.36,6.4,11.86,0.59,3.4,99760,600,99160,10.97,2.78,8.19,Erik Hagmeier; N.N.
1971-09-23T09:00,16,32.491,,,,,,,,,,,,,,
1971-09-24T09:15,16.1,32.523,5,6.21,0.3,5.5,12.01,0.58,3.2,97120,1480,95640,13.69,0.82,12.87,Erik Hagmeier; N.N.
1971-09-27T09:00,15.4,32.362,4.5,8.62,0.2,5.4,14.22,0.72,2.7,84380,560,83820,27.61,6.64,20.97,Erik Hagmeier; N.N.
1971-09-28T09:00,15.2,32.381,,,,,,,,,,,,,,
1971-09-29T09:00,15.5,32.508,6.1,4.87,0.35,6.1,11.32,0.8,4.5,110680,440,110240,11.14,0.32,10.82,Erik Hagmeier; N.N.
1971-09-30T09:00,15.5,32.508,,,,,,,,,,,,,,
1971-10-01T08:50,15.5,32.103,5.8,6.11,0.53,6.5,13.14,0.82,4.6,72560,80,72480,15.55,0.4,15.15,Erik Hagmeier; N.N.
1971-10-04T09:00,15.4,32.557,4,6.46,0.42,4.8,11.68,1.36,6.2,259280,4800,254480,8.57,1.44,7.13,Erik Hagmeier; N.N.
1971-10-05T09:00,15,32.365,,,,,,,,,,,,,,
1971-10-06T08:40,14.7,32.1,3.8,8.48,0.58,6,15.06,0.99,2.8,84800,1720,83080,8.84,0.72,8.12,Erik Hagmeier; N.N.
1971-10-07T09:00,14.9,32.4,,,,,,,,,,,,,,
1971-10-08T08:50,15.1,32.455,2.9,7.55,0.48,5.9,13.93,1.05,0.4,157590,2790,154800,9.42,3.78,5.64,Erik Hagmeier; N.N.
1971-10-11T08:25,15,32.369,2.5,5.15,0.55,3.9,9.6,1.58,1.7,,,,,,,
1971-10-12T09:00,15.1,32.423,,,,,,,,,,,,,,
1971-10-13T08:50,14.4,31.709,2.5,3.36,0.8,5.1,9.26,1.48,0.4,66280,40,66240,5.98,0.16,5.82,Erik Hagmeier; N.N.
1971-10-14T09:00,13.3,32.151,,,,,,,,,,,,,,
1971-10-15T08:45,13.6,32.147,2.5,4.25,0.43,6.2,10.88,1.14,7.1,238090,4190,233900,8.39,2.51,5.88,Erik Hagmeier; N.N.
1971-10-18T08:40,13.6,32.554,3.9,2.64,0.44,4.7,7.78,0.96,9.7,,,,,,,
1971-10-19T09:00,14.2,33.018,,,,,,,,,,,,,,
1971-10-20T08:45,13.9,32.849,1,1.75,0.38,6.4,8.53,0.99,8.4,89680,2160,87520,7.69,2.92,4.77,Erik Hagmeier; N.N.
1971-10-21T09:00,13.4,32.823,,,,,,,,,,,,,,
1971-10-22T08:45,13.7,32.782,0.9,2.72,0.36,6.1,9.18,1.03,8.2,,,,,,,
1971-10-25T09:15,13.1,32.482,1.7,3.79,0.65,7,11.44,1.47,7.1,237590,4890,232700,9.83,2.39,7.44,Erik Hagmeier; N.N.
1971-10-26T09:00,12.5,32.184,,,,,,,,,,,,,,
1971-10-27T08:40,12.9,32.512,2,4.23,0.64,6.3,11.17,1.35,10,57080,2760,54320,4.04,1.68,2.36,Erik Hagmeier; N.N.
1971-10-28T09:00,12.6,32.341,,,,,,,,,,,,,,
1971-10-29T09:00,12.8,32.584,2.8,2.27,0.66,2.7,5.63,1.44,10.5,244820,10350,234470,9.29,3.6,5.69,Erik Hagmeier; N.N.
1971-11-01T09:10,12.8,32.828,3.8,2.28,0.53,1.7,4.51,0.84,5.8,307800,2100,305700,9.22,1.69,7.54,Erik Hagmeier; N.N.
1971-11-02T09:00,12.9,32.941,,,,,,,,,,,,,,
1971-11-03T09:10,12.9,32.863,1.7,3.9,0.53,3.3,7.73,1.22,8.6,69480,2080,67400,5.08,1.74,3.34,Erik Hagmeier; N.N.
1971-11-04T09:00,12.9,32.96,,,,,,,,,,,,,,
1971-11-05T09:00,12.8,32.863,1.2,2.85,0.51,6.4,9.76,1.03,8.7,,,,,,,
1971-11-08T08:50,11.8,32.681,1,4.1,0.62,6.6,11.32,1.28,10.1,194350,6650,187700,10.08,6.2,3.88,Erik Hagmeier; N.N.
1971-11-09T09:00,11.9,32.761,,,,,,,,,,,,,,
1971-11-10T09:10,11.1,32.411,,5.93,0.87,1.9,8.7,1.07,12.3,118160,1560,116600,6.61,1.06,5.55,Erik Hagmeier; N.N.
1971-11-11T09:00,11,32.542,,,,,,,,,,,,,,
1971-11-12T09:45,11.2,32.69,1.7,5.12,0.7,4.9,10.72,0.99,11.6,302040,20910,281130,10.27,2.92,7.35,Erik Hagmeier; N.N.
1971-11-15T08:45,11,32.739,,5.56,0.98,4.7,11.24,1.18,11.4,79200,2760,76440,4.9,1.18,3.72,Erik Hagmeier; N.N.
1971-11-16T09:00,11.4,32.654,,,,,,,,,,,,,,
1971-11-17T09:00,10.6,,,,,,,,,,,,,,,
1971-11-18T09:00,9.4,31.818,,,,,,,,,,,,,,
1971-11-19T09:30,8.6,31.504,0.8,9.54,1.56,6.5,17.6,1.42,18.6,256080,69080,187000,29.11,25.37,3.74,Erik Hagmeier; N.N.
1971-11-22T09:00,8.1,,,,,,,,,,,,,,,
1971-11-23T09:00,8.1,32.023,,,,,,,,,,,,,,
1971-11-24T09:40,8,32.051,0.9,9.21,1.32,4.9,15.43,,17,72800,4120,68680,5.54,1.78,3.76,Erik Hagmeier; N.N.
1971-11-25T09:00,8,32.094,,,,,,,,,,,,,,
1971-11-26T09:25,8.3,32.158,,5.84,1.13,5.6,12.57,1.35,14.8,271020,3150,267870,12.57,3.43,9.14,Erik Hagmeier; N.N.
1971-11-29T09:30,8,32.321,1.8,6.01,1.32,7.1,14.43,1.12,12.3,216820,3270,213550,6.93,1.7,5.24,Erik Hagmeier; N.N.
1971-11-30T09:00,8.4,32.444,,,,,,,,,,,,,,
1971-12-01T09:10,8.2,32.555,2,5.6,1.14,6.1,12.84,1.01,12.6,92120,1920,90200,3.08,0.89,2.19,Erik Hagmeier; N.N.
1971-12-02T09:00,7.9,32.639,,,,,,,,,,,,,,
1971-12-03T09:30,8,32.667,2.5,5.15,1.22,5.1,11.47,1.2,12.1,,,,,,,
1971-12-06T09:25,8.5,32.977,1.1,4.4,0.87,5.5,10.77,1.12,11,85400,1000,84400,4.26,0.56,3.7,Erik Hagmeier; N.N.
1971-12-07T09:00,8.4,33.034,,,,,,,,,,,,,,
1971-12-08T09:00,8,,,,,,,,,,,,,,,
1971-12-09T09:00,7.5,32.768,,,,,,,,,,,,,,
