Date ,Latitude,Longitude,Depth_water,Location ,Analyst,Depth,QF_SD,Temp,QF_water_temp,Temp_digital,QF_water_temp_2,Sal  ,QF_sal,Silicate,QF_Silicate,Phosphate,QF_phosphate,Nitrite,QF_Nitrite,Nitrate,Ni_Ni,QF_Ni_Ni,Ammonium,QF_Ammonium,DIN  ,pH  ,QF_pH,O2  ,QF_O2
2022-11-10T07:25:00,54.184167,7.9,0,HR,Kristine Carstens,3,1,13.6,1,13.6,1,33.57,1,3.99,1,0.41,1,0.1,1,0.44,0.54,1,0.42,1,0.96,8.02,1,8.3,1
2022-11-11T08:31:00,54.184167,7.9,0,HR,Kristine Carstens,1.9,1,13.6,1,13.6,1,33.58,1,4.08,1,0.41,1,0.1,1,0.63,0.73,1,0.47,1,1.2,8.02,1,8.37,1
2022-11-14T13:26:00,54.184167,7.9,0,HR,Kristine Carstens,4,1,13.1,1,13.3,1,33.6,1,4.42,1,0.3,1,0.13,1,0.55,0.68,1,0.28,1,0.96,8.09,1,8.51,1
2022-11-15T08:21:00,54.184167,7.9,0,HR,Kristine Carstens,4,1,13.2,1,13.2,1,33.51,1,4.15,1,0.32,1,0.09,1,0.4,0.49,1,0.46,1,0.95,8.15,2,8.34,1
2022-11-21T10:02:00,54.18404,7.89147,0,J,Kristine Carstens,,,10.7,1,10.9,1,33.36,1,2.75,1,0.24,1,0.18,1,0.36,0.54,1,0.74,1,1.29,8.16,2,8.56,1
2022-11-22T07:41:00,54.184167,7.9,0,HR,Kristine Carstens,5,1,10.7,1,10.8,1,33.48,1,2.61,1,0.27,1,0.12,1,0.18,0.3,1,0.56,1,0.86,,,,
2022-11-23T08:53:00,54.184167,7.9,0,HR,Kristine Carstens,4.5,1,10.3,1,10.3,1,33.46,1,2.7,1,0.25,1,0.18,1,0,0.17,1,0.62,1,0.81,8.09,1,8.52,1
2022-11-24T08:29:00,54.18404,7.89147,0,J,Kristine Carstens,,,10.9,1,10.9,1,33.55,1,2.55,1,0.37,1,0.25,1,0.09,0.34,1,0.57,1,0.91,8.07,1,8.5,1
2022-11-25T08:15:00,54.184167,7.9,0,HR,Kristine Carstens,4.5,1,11.3,1,11.4,1,33.44,1,1.91,1,0.25,1,0.27,1,0.06,0.33,1,0.63,1,0.96,8.1,1,8.7,1
2022-11-28T10:29:00,54.184167,7.9,0,HR,Kristine Carstens,4.2,1,11,1,11,1,33.65,1,2.92,1,0.33,1,0.34,1,1.02,1.36,1,0.51,1,1.87,8.05,1,8.8,1
2022-11-29T08:40:00,54.184167,7.9,0,HR,Kristine Carstens,5.2,1,10.7,1,10.8,1,33.67,1,2.99,1,0.27,1,0.32,1,0.89,1.21,1,0.47,1,1.68,8.07,1,8.8,1
2022-11-30T08:15:00,54.184167,7.9,0,HR,Kristine Carstens,6.2,1,10.7,1,10.9,1,33.71,1,3.08,1,0.34,1,0.49,1,1.2,1.69,1,0.74,1,2.43,8.06,1,8.88,1
2022-12-01T08:00:00,54.184167,7.9,0,HR,Kristine Carstens,5.5,1,10.5,1,10.6,1,33.67,1,2.69,1,0.38,1,0.4,1,1.86,2.26,1,1.01,1,3.27,8.09,1,9.14,1
2022-12-02T08:00:00,54.184167,7.9,0,HR,Kristine Carstens,5.5,1,10.3,1,10.4,1,33.63,1,3.28,1,0.31,1,0.42,1,1.4,1.81,1,0.73,1,2.54,8.08,1,9.15,1
2022-12-05T13:28:00,54.184167,7.9,0,HR,Kristine Carstens,2.5,1,9.7,1,9.9,1,33.68,1,3.27,1,0.39,1,0.87,1,1.13,2,1,0.87,1,2.87,8.12,1,9.15,1
2022-12-06T08:50:00,54.184167,7.9,0,HR,Kristine Carstens,3,1,9.4,1,9.7,1,33.71,1,3.13,1,0.49,1,0.89,1,1.41,2.3,1,0.89,1,3.19,8.13,1,9.06,1
2022-12-07T09:00:00,54.184167,7.9,0,HR,Kristine Carstens,2.5,1,9.3,1,9.6,1,33.71,1,2.01,1,0.56,1,0.63,1,0.39,1.02,1,1,1,2.02,8.13,1,9.12,1
2022-12-08T08:50:00,54.184167,7.9,0,HR,Kristine Carstens,2,1,9.3,1,9.6,1,33.71,1,2.67,1,0.54,1,0.78,1,0.72,1.49,1,0.84,1,2.34,8.12,1,9.07,1
2022-12-09T08:45:00,54.184167,7.9,0,HR,Kristine Carstens,3,1,9.4,1,9.6,1,33.72,1,3.91,1,0.53,1,1.05,2,1.48,2.52,1,0.81,1,3.33,8.11,1,8.72,1
2022-12-12T11:30:00,54.184167,7.9,0,HR,Kristine Carstens,5.5,1,8.9,1,9.1,1,33.72,1,4.19,1,0.58,1,1.29,1,2.71,4,1,0.62,1,4.62,8.12,1,9.16,1
2022-12-13T08:20:00,54.184167,7.9,0,HR,Kristine Carstens,4.5,1,8.5,1,8.4,1,33.63,1,4.77,1,0.42,1,1.23,1,1.2,2.43,1,0.53,1,2.97,8.14,1,9.24,1
2022-12-14T08:15:00,54.184167,7.9,0,HR,Kristine Carstens,4.2,1,8.3,1,8.5,1,33.63,1,4.34,1,0.44,1,1.23,1,1.99,3.21,1,0.97,1,4.18,8.11,1,8.64,1
2022-12-15T08:15:00,54.184167,7.9,0,HR,Kristine Carstens,4,1,8.4,1,8.5,1,33.61,1,3.88,1,0.44,1,1.26,1,1.54,2.79,1,0.72,1,3.52,8.12,1,9.05,1
2022-12-16T09:55:00,54.184167,7.9,0,HR,Kristine Carstens,3.8,1,8.2,1,8.2,1,33.56,1,4.44,1,0.39,1,1.31,1,3.13,4.44,1,0.96,1,5.41,8.1,1,9.22,1
2022-12-20T07:45:00,54.18404,7.89147,0,J,Kristine Carstens,,,8.1,1,8.1,1,33.56,1,4.9,1,0.44,1,0.99,2,2.81,3.8,1,0.5,1,4.3,8.08,1,9.17,1
2022-12-21T13:20:00,54.184167,7.9,0,HR,Kristine Carstens,4.5,1,8.4,1,8.4,1,33.72,1,3.91,1,0.48,1,1.88,2,2.17,4.05,1,0.81,1,4.86,8.08,1,9.23,1
2022-12-22T08:15:00,54.184167,7.9,0,HR,Kristine Carstens,3.8,1,8.1,1,8.1,1,33.69,1,3.94,1,0.51,1,1.78,1,2.21,4,1,0.87,1,4.87,8.09,1,9.38,1
2022-12-23T07:50:00,54.184167,7.9,0,HR,Kristine Carstens,3.8,1,8.4,1,8.3,1,33.73,1,3.3,1,0.48,1,1.83,1,2.3,4.13,1,0.45,1,4.58,8.09,1,9.25,1
2022-12-27T08:55:00,54.184167,7.9,0,HR,Kristine Carstens,1.2,1,8.1,1,8.1,1,33.73,1,3.1,1,0.53,1,1.6,1,2.22,3.83,1,0.44,1,4.27,8.08,1,9.4,1
2022-12-28T08:30:00,54.18404,7.89147,0,J,Kristine Carstens,,,8,1,8,1,33.8,1,4.32,1,0.97,2,1.6,2,3.33,4.93,1,0.05,1,4.98,8.05,1,9.23,1
2022-12-30T08:20:00,54.184167,7.9,0,HR,Kristine Carstens,1.9,1,8.1,1,8,1,33.78,1,4.21,1,0.61,1,2.32,1,2.56,4.88,1,0.01,1,4.89,8.06,1,9.28,1
