Date,Depth_water,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1990-01-17T08:20,0.5,6.6,33.57,1.9,34.15,1.54,2.41,38.1,0.6,11.6,401080,80,401000,10.12,0.02,10.1,Klaus Treutner
1990-01-18T07:45,0.5,6.3,33.524,1,34.91,1.28,2.56,38.75,0.57,12.8,1375800,1200,1374600,36.6,0.36,36.24,Klaus Treutner
1990-01-19T07:45,0.5,6.3,33.379,1.7,25.4,1.51,2.38,29.29,0.71,14.1,1014400,3600,1010800,28.42,1.14,27.28,Klaus Treutner
1990-01-22T09:55,0.5,6.3,33.215,2,37.04,1.29,1.96,40.29,0.73,13.8,793720,3120,790600,19.29,0.93,18.36,Klaus Treutner
1990-01-23T07:55,0.5,6.4,33.41,1.9,30.01,1.11,2.02,33.14,0.66,13,902000,1320,900680,19.96,0.4,19.57,Klaus Treutner
1990-01-24T08:00,0.5,6.3,33.503,1.5,50.75,1.59,1.99,54.33,0.76,12.8,912600,2080,910520,20.88,0.62,20.25,Klaus Treutner
1990-01-25T07:25,0.5,6.2,33.465,1,45.88,1.42,1.75,49.05,0.69,13.7,773240,2880,770360,17.86,0.92,16.94,Klaus Treutner
1990-01-29T08:00,0.5,5.8,33.268,0.9,35.83,1.1,3.49,40.42,0.72,14.2,643680,3040,640640,16.82,1.96,14.86,Klaus Treutner
1990-01-30T08:00,0.5,5.7,33.128,1.4,44.5,1.12,3.44,49.06,0.77,10.3,1112080,1840,1110240,28.96,0.74,28.22,Klaus Treutner
1990-01-31T08:10,0.5,5.9,33.217,1.5,42.22,1.15,2.56,45.93,0.57,9.3,1242080,1840,1240240,32.58,0.76,31.82,Klaus Treutner
1990-02-01T07:50,0.5,6,33.295,10.5,27.91,1.29,2.38,31.58,0.63,9.3,697320,1880,695440,19.02,0.32,18.69,Klaus Treutner
1990-02-02T08:05,0.5,5.9,33.324,2,22.97,1.26,2.68,26.91,0.75,10.2,992880,2600,990280,26.85,1.02,25.83,Klaus Treutner
1990-02-05T07:50,0.5,5.8,33.243,1.4,21.62,1.27,1.79,24.68,0.67,10.5,993040,2320,990720,26.79,0.92,25.87,Klaus Treutner
1990-02-06T07:50,0.5,5.8,33.259,1.9,21.94,1.22,2.29,25.45,0.7,10,700080,4720,695360,19.46,0.77,18.69,Klaus Treutner
1990-02-07T08:15,0.5,5.9,33.258,3,21.23,1.21,1.99,24.43,0.72,9.2,1277680,3280,1274400,35.54,1.32,34.22,Klaus Treutner
1990-02-08T07:55,0.5,6.8,33.671,2.1,31.37,1.68,0.76,33.81,0.7,9.5,836800,1480,835320,21.56,0.07,21.48,Klaus Treutner
1990-02-09T08:05,0.5,6.5,33.601,1,30.58,1.24,0.93,32.75,0.67,10.8,1139440,2120,1137320,30.98,0.86,30.12,Klaus Treutner
1990-02-12T06:35,0.5,6.3,33.745,1.9,26.25,1.39,0.67,28.31,0.49,9.2,1277800,3680,1274120,34.98,0.78,34.19,Klaus Treutner
1990-02-13T07:35,0.5,6.4,33.774,1.2,32.98,1.25,1.61,35.84,0.6,9.4,867120,1760,865360,23.62,0.29,23.34,Klaus Treutner
1990-02-14T08:00,0.5,6,33.548,1.8,36.42,1.1,1.87,39.39,0.55,9.5,722160,1840,720320,22.19,1.76,20.43,Klaus Treutner
1990-02-15T07:10,0.5,6,33.338,1.9,31.37,1.12,2.38,34.87,0.58,10.4,1032960,2800,1030160,23.28,0.66,22.62,Klaus Treutner
1990-02-16T08:05,0.5,5.9,33.337,1.6,30.78,1.04,2.26,34.08,0.53,10.4,1292520,2240,1290280,36.15,0.82,35.33,Klaus Treutner
1990-02-19T08:00,0.5,6,33.375,2.8,34.7,1.16,1.57,37.43,0.69,8.4,1167400,3240,1164160,32.81,0.82,32,Klaus Treutner
1990-02-20T08:00,0.5,6.4,33.379,2.8,30.32,1.09,1.99,33.4,0.76,10.2,895960,5200,890760,25.78,0.65,25.13,Klaus Treutner
1990-02-21T08:00,0.5,6.3,33.372,3,16.45,1.02,2.46,18.93,0.63,9.1,634360,8360,626000,20.11,0.26,19.85,Klaus Treutner
1990-02-22T07:50,0.5,6.2,33.389,3,30.95,1.03,1.67,33.65,0.62,9,1142280,1920,1140360,25.73,0.89,24.84,Klaus Treutner
1990-02-23T08:30,0.5,6.1,33.401,4,33.38,1.02,2.23,36.63,0.65,10.6,1278880,4560,1274320,34.71,0.5,34.21,Klaus Treutner
1990-02-26T07:25,0.5,6.5,33.355,2.5,32.21,0.96,1.99,35.16,0.64,10.3,661320,10720,650600,16.16,0.6,15.56,Klaus Treutner
1990-02-27T08:15,0.5,6.2,33.479,0.5,41.95,0.6,1.98,44.53,0.76,12.1,1245080,80,1245000,32.31,0.16,32.15,Klaus Treutner
1990-02-28T07:45,0.5,6,33.011,1,41.38,0.63,2.22,44.23,0.46,13.2,1378480,4400,1374080,39.15,2.96,36.19,Klaus Treutner
1990-03-01T08:05,0.5,5.6,30.677,1,59.68,1.17,3.91,64.76,0.83,18.2,1516760,6760,1510000,43.74,4.04,39.7,Klaus Treutner
1990-03-02T07:45,0.5,5.6,31.365,1,56.78,1.15,5.13,63.06,0.75,31.2,1278360,4200,1274160,37.04,2.85,34.2,Klaus Treutner
1990-03-05T08:00,0.5,5.8,31.006,1,51.35,1.05,5.42,57.82,0.61,33.6,1296320,6000,1290320,37.5,2.17,35.33,Klaus Treutner
1990-03-06T07:45,0.5,5.2,30.885,0.5,59.95,0.88,4.44,65.27,0.81,24.6,1443600,3280,1440320,41.91,1.07,40.83,Klaus Treutner
1990-03-07T08:20,0.5,5.7,30.142,0.7,63.21,0.91,3.21,67.33,0.82,31.8,1129640,4200,1125440,33.3,3.5,29.79,Klaus Treutner
1990-03-09T08:15,0.5,5.8,30.921,0.8,65.29,0.88,5.21,71.38,0.86,30.6,1334000,3720,1330280,42.53,4.4,38.13,Klaus Treutner
1990-03-12T08:00,0.5,6.1,30.97,0.6,56.2,0.9,5.52,62.62,1.15,16.8,203840,4840,199000,14.57,1.89,12.68,Klaus Treutner
1990-03-13T07:00,0.5,6.1,31.195,0.7,42.66,0.95,4.89,48.5,1.04,29.4,1322800,2800,1320000,39.06,6.66,32.4,Klaus Treutner
1990-03-14T07:40,0.5,6.4,31.021,0.7,45.27,1.02,4.59,50.88,0.92,24,939720,4720,935000,35.06,6.86,28.2,Klaus Treutner
1990-03-15T06:50,0.5,6.3,31.528,1.1,40.01,0.98,5.94,46.93,0.85,22.2,779600,5600,774000,33.34,9.16,24.18,Klaus Treutner
1990-03-16T07:35,0.5,6.6,31.632,1,40.8,0.83,4.84,46.47,0.8,21.6,1021080,6080,1015000,34.49,6.94,27.55,Klaus Treutner
1990-03-19T07:50,0.5,6.9,31.665,2,27.93,0.87,3.72,32.52,0.65,20.7,1236160,15400,1220760,40.33,3.7,36.63,Klaus Treutner
1990-03-20T07:15,0.5,7,32.422,1.9,53.4,0.65,3.54,57.59,0.7,21.2,1215880,5640,1210240,35.94,0.71,35.22,Klaus Treutner
1990-03-21T07:30,0.5,7.1,31.471,2.8,43.65,1.01,3.88,48.54,0.7,20.5,1235120,4600,1230520,38.11,1.46,36.65,Klaus Treutner
1990-03-22T07:30,0.5,7.3,32.868,2,45.86,0.56,2.65,49.07,0.57,13.9,1248640,3000,1245640,34.27,2.03,32.25,Klaus Treutner
1990-03-23T07:45,0.5,7.4,32.366,1.9,53.69,0.75,2.26,56.7,0.57,22.3,1023680,7920,1015760,30.08,2.46,27.63,Klaus Treutner
1990-03-27T14:00,0.5,7.8,30.282,1,56.16,1.09,3.35,60.6,0.71,30.5,1289920,15240,1274680,39.52,5.27,34.25,Klaus Treutner
1990-03-28T06:45,0.5,7.2,30.509,1.5,50.31,1.12,3.61,55.04,0.72,28.8,1153120,17400,1135720,34.72,4.7,30.02,Klaus Treutner
1990-03-29T06:35,0.5,7.2,31.222,1.6,65.29,0.94,2.98,69.21,0.7,23.7,1385640,10960,1374680,46.8,10.55,36.25,Klaus Treutner
1990-03-30T06:15,0.5,7.3,31.885,1.8,49.69,0.69,2.08,52.46,0.5,17.5,1175320,11320,1164000,41.14,9.16,31.98,Klaus Treutner
1990-04-02T06:15,0.5,8.2,30.107,2,53.67,1.15,2.77,57.59,0.77,30.3,878880,18360,860520,27.46,4.21,23.25,Klaus Treutner
1990-04-03T06:20,0.5,8.1,30.446,2,54.5,1.1,2.94,58.54,0.66,22.7,1598120,23840,1574280,43.59,8.38,35.21,Klaus Treutner
1990-04-04T06:55,0.5,7.7,32.037,0.8,29.82,0.48,1.84,32.14,0.54,18.8,1277400,3080,1274320,43.99,9.78,34.21,Klaus Treutner
1990-04-05T06:35,0.5,7.6,31.888,2.1,45.23,0.7,2.05,47.98,0.63,16.8,697000,6480,690520,28,4.65,23.35,Klaus Treutner
1990-04-06T06:45,0.5,7.8,29.911,2.1,55.29,1.28,2.75,59.32,0.74,25.8,1328200,17680,1310520,45.24,8.48,36.75,Klaus Treutner
1990-04-09T06:50,0.5,7.9,30.023,1.7,54.63,0.92,1.54,57.09,0.61,24.1,1213080,48680,1164400,49.95,17.93,32.02,Klaus Treutner
1990-04-10T06:15,0.5,7.9,31.243,2.2,57.14,0.83,1.2,59.17,0.59,20.8,726600,6400,720200,39.74,19.32,20.42,Klaus Treutner
1990-04-11T06:50,0.5,7.9,32.585,2.8,58.98,0.67,1.03,60.68,0.64,19.9,1060360,16360,1044000,39.42,9.84,29.58,Klaus Treutner
1990-04-12T06:30,0.5,8,31.861,2.8,61.79,0.57,1.37,63.73,0.46,15.4,777040,37040,740000,30.61,8.81,21.8,Klaus Treutner
1990-04-17T06:35,0.5,8.1,32.005,3.8,57.6,0.67,1.35,59.62,0.72,17.9,883280,23280,860000,30.02,6.82,23.2,Klaus Treutner
1990-04-18T06:25,0.5,8,31.509,3,51.97,0.63,1.32,53.92,0.68,10.8,650600,10600,640000,24.14,4.34,19.8,Klaus Treutner
1990-04-19T06:20,0.5,8.2,31.842,4,55.38,0.56,1.99,57.93,0.64,11,509480,44200,465280,30.59,16.51,14.08,Klaus Treutner
1990-04-20T06:35,0.5,8.1,31.968,3.2,40.42,0.51,1.92,42.85,0.43,8.8,939400,69120,870280,50.18,26.75,23.43,Klaus Treutner
1990-04-23T07:25,0.5,8.3,32.503,4.3,25.09,0.55,0.95,26.59,0.38,9.8,1158480,84480,1074000,55.96,30.78,25.18,Klaus Treutner
1990-04-24T06:35,0.5,8.6,32.314,4,33.62,0.49,2.14,36.25,0.37,9.4,928600,154600,774000,70.28,46.1,24.18,Klaus Treutner
1990-04-25T06:05,0.5,9,31.717,3.1,37.27,0.42,1.28,38.97,0.34,8.1,1290520,116240,1174280,67.99,35.43,32.56,Klaus Treutner
1990-04-26T06:15,0.5,9.3,31.543,3.5,37.26,0.44,0.79,38.49,0.24,7.7,741600,297600,444000,62.93,50.35,12.58,Klaus Treutner
1990-04-27T06:35,0.5,8.7,33.238,3.9,27,0.33,1.07,28.4,0.13,8.3,885800,290800,595000,116.68,100.03,16.65,Klaus Treutner
1990-04-30T06:35,0.5,9.3,32.823,4.9,25.27,0.32,1.32,26.91,0.16,10.7,737000,147000,590000,91.72,75.42,16.3,Klaus Treutner
1990-05-02T06:25,0.5,10.3,31.249,4,29.39,0.33,2.26,31.98,0.24,9.9,927880,204280,723600,113.9,93.14,20.76,Klaus Treutner
1990-05-03T06:50,0.5,10.8,31.504,5.5,30.9,0.3,1.97,33.17,0.29,8.8,1036880,223760,813120,135.42,107.88,27.54,Klaus Treutner
1990-05-04T08:20,0.5,11.2,31.781,5.6,32.73,0.34,1.37,34.44,0.3,9,831400,177400,654000,104.36,82.58,21.78,Klaus Treutner
1990-05-07T09:00,0.5,12.5,31.27,5.9,24.49,0.27,1.72,26.48,0.22,10.2,477760,172760,305000,97.06,87.56,9.5,Klaus Treutner
1990-05-08T06:20,0.5,11.2,32.157,6,25.36,0.25,1.59,27.2,0.17,8.8,586760,158800,427960,94.54,81.88,12.66,Klaus Treutner
1990-05-09T06:30,0.5,11.9,31.343,7,31.19,0.26,0.94,32.39,0.12,7.1,757080,36760,720320,53.2,32.44,20.76,Klaus Treutner
1990-05-10T06:30,0.5,11.9,31.416,7.9,28.27,0.28,0.88,29.43,0.16,8.6,738280,163000,575280,86.13,69.24,16.89,Klaus Treutner
1990-05-11T05:50,0.5,12.2,30.574,7.2,26.14,0.29,1.38,27.81,0.22,7,629280,264000,365280,106.77,92.93,13.84,Klaus Treutner
1990-05-14T05:55,0.5,10.9,32.639,8.3,23.17,0.26,2.59,26.02,0.1,7.1,290400,117320,173080,74.72,64.46,10.26,Klaus Treutner
1990-05-15T05:55,0.5,10.5,33.097,7.2,18.09,0.25,1.79,20.13,0.16,5.8,346960,73120,273840,48.56,41.18,7.38,Klaus Treutner
1990-05-16T06:00,0.5,11.3,32.697,10.5,23.13,0.26,1.53,24.92,0.16,5,576880,38560,538320,41.98,21.88,20.1,Klaus Treutner
1990-05-17T06:10,0.5,11,33.023,10,9.26,0.31,2.14,11.71,0.19,3.8,751680,53520,698160,42.49,23.1,19.39,Klaus Treutner
1990-05-18T06:05,0.5,11.8,31.688,6.5,26.83,0.43,2.36,29.62,0.29,4.8,946200,85000,861200,47.48,24,23.48,Klaus Treutner
1990-05-21T06:40,0.5,12.3,31.941,7.3,32.65,0.4,1.4,34.45,0.16,4.2,1018240,20200,998040,31.7,4.4,27.3,Klaus Treutner
1990-05-22T06:15,0.5,11.8,32.285,6.8,27.16,0.38,2.87,30.41,0.2,4,690360,32200,658160,32.78,10.18,22.6,Klaus Treutner
1990-05-23T06:25,0.5,12.1,32.176,6.1,28.46,0.29,2.11,30.86,0.17,4.5,1119160,20000,1099160,34.57,7.28,27.29,Klaus Treutner
1990-05-25T06:35,0.5,11.4,32.944,4.9,25.99,0.32,1.6,27.91,0.13,5.8,1002280,11400,990880,33.86,7.94,25.92,Klaus Treutner
1990-05-28T06:25,0.5,11.2,32.964,4.9,20.54,0.29,3.05,23.88,0.05,6.3,846320,10200,836120,26.47,4.86,21.61,Klaus Treutner
1990-05-29T06:05,0.5,11.4,32.755,8.5,20.2,0.28,3.8,24.28,0.08,5.3,364840,4040,360800,14.38,1.02,13.36,Klaus Treutner
1990-05-30T06:15,0.5,12.6,31.711,9.8,26.08,0.45,2.75,29.28,0.2,4.1,833080,428000,405080,53.38,42,11.38,Klaus Treutner
1990-05-31T06:45,0.5,13.1,31.166,7.8,30.97,0.42,2.2,33.59,0.11,3.6,1395920,671000,724920,71.66,56,15.66,Klaus Treutner
1990-06-01T07:00,0.5,15.1,31.515,5,29.56,0.42,2.74,32.72,0.05,4.3,1222000,527000,695000,65.95,47.3,18.65,Klaus Treutner
1990-06-05T06:25,0.5,12.6,32.749,5.4,27.74,0.3,2.35,30.39,0.03,4.3,1423480,270600,1152880,57.37,26.4,30.97,Klaus Treutner
1990-06-06T06:30,0.5,13.7,31.746,5.1,28.83,0.49,1.36,30.68,0.09,3.3,1236920,703280,533640,83.02,54,29.02,Klaus Treutner
1990-06-07T06:30,0.5,13.3,32.037,5.2,25.84,0.4,1.79,28.03,0.03,3.8,2314240,1058800,1255440,112.6,72.98,39.62,Klaus Treutner
1990-06-08T06:35,0.5,12.8,32.406,6,15.15,0.42,2.87,18.44,0.19,4.2,1938640,559640,1379000,87.11,44.41,42.7,Klaus Treutner
1990-06-11T06:40,0.5,13.1,32.069,3.9,15.81,0.37,1.52,17.7,0.18,3.1,2184960,1000760,1184200,102.42,68.84,33.58,Klaus Treutner
1990-06-12T06:55,0.5,13,32.049,5,25.37,0.45,1.16,26.98,0.16,4.2,1799320,1233880,565440,97.52,74.4,23.12,Klaus Treutner
1990-06-13T06:30,0.5,13.2,31.818,5,19.46,0.44,1.57,21.47,0.02,2.9,2171120,1149200,1021920,107.39,77.66,29.73,Klaus Treutner
1990-06-14T06:15,0.5,13.1,31.958,4.5,24.5,0.41,1.02,25.93,0.05,2.5,2159640,1429320,730320,128.42,106.06,22.36,Klaus Treutner
1990-06-15T06:25,0.5,13.5,31.748,4.7,21.87,0.5,1.96,24.33,0.16,4,2131080,1193560,937520,109.68,79.64,30.04,Klaus Treutner
1990-06-18T06:35,0.5,14,31.828,3.5,16.14,0.4,0.51,17.05,0.09,3.3,2346760,1567120,779640,139.02,112.82,26.2,Klaus Treutner
1990-06-19T06:50,0.5,14,32.355,4.2,17.78,0.37,2.15,20.3,0.01,2.9,2871440,2042720,828720,163.75,142.75,21,Klaus Treutner
1990-06-20T06:45,0.5,14,32.596,4.6,20.38,0.29,1.19,21.86,0.05,2.3,2682400,2134400,548000,164.01,148.83,15.18,Klaus Treutner
1990-06-21T06:10,0.5,14,32.818,4.5,15.03,0.29,1.76,17.08,0.01,3.8,3618520,2508040,1110480,213.34,177.7,35.64,Klaus Treutner
1990-06-22T06:05,0.5,13,32.99,4,23.41,0.4,2.54,26.35,0.2,3,3647000,2501840,1145160,207.95,177.32,30.63,Klaus Treutner
1990-06-25T06:35,0.5,14,33.067,3.5,9.99,0.35,2.91,13.25,0.01,3.2,5243080,4002600,1240480,320.54,282.3,38.24,Klaus Treutner
1990-06-26T06:05,0.5,13.9,33.218,3.5,13.93,0.35,2.36,16.64,0.12,3.8,3352680,2502240,850440,201.29,177.82,23.47,Klaus Treutner
1990-06-27T06:20,0.5,14.6,32.915,3,18.63,0.26,0.98,19.87,0.01,4.7,3091400,1809280,1282120,166.56,130.64,35.92,Klaus Treutner
1990-06-28T06:15,0.5,14.2,33.194,5,9.79,0.25,2.46,12.5,0.01,6,1346680,806160,540520,79.6,58.64,20.96,Klaus Treutner
1990-06-29T06:20,0.5,14.3,32.938,6,15.96,0.33,3.15,19.44,0.17,3,748000,189600,558400,40.3,17.1,23.2,Klaus Treutner
1990-07-02T06:20,0.5,14.8,33.156,4.7,14.21,0.25,2.17,16.63,0.03,6.9,961560,233480,728080,53.58,27.8,25.78,Klaus Treutner
1990-07-03T06:30,0.5,14.8,32.719,3.6,22.64,0.28,0.79,23.71,0.01,6.7,1411960,117240,1294720,65.36,29.24,36.12,Klaus Treutner
1990-07-04T05:40,0.5,15.2,32.703,3.9,17.64,0.35,0.79,18.78,0.21,6.6,1283080,108600,1174480,87.89,53.27,34.62,Klaus Treutner
1990-07-05T06:20,0.5,15,32.682,3,16.2,0.33,0.53,17.06,0.22,7.2,929160,146080,783080,94.28,68.3,25.98,Klaus Treutner
1990-07-06T06:25,0.5,14.2,33.201,2.5,16.69,0.32,1.39,18.4,0.27,7,1294680,54440,1240240,71.82,39.3,32.52,Klaus Treutner
1990-07-09T05:45,0.5,15,33.116,2.5,18.2,0.37,1.61,20.18,0.25,8,1009960,26280,983680,48.24,15.96,32.28,Klaus Treutner
1990-07-10T06:20,0.5,14.5,33.086,1.5,18.29,0.31,1.99,20.59,0.26,8.8,1073000,25000,1048000,51.38,19.2,32.18,Klaus Treutner
1990-07-11T06:30,0.5,15.2,33.036,1.9,18.29,0.23,1.81,20.33,0.29,9.7,838600,45000,793600,51.08,25.42,25.66,Klaus Treutner
1990-07-12T06:10,0.5,15.6,33.041,3.3,19.88,0.45,1.82,22.15,0.63,9.4,690680,28520,662160,39.98,16.14,23.84,Klaus Treutner
1990-07-13T06:25,0.5,15.4,32.994,4,17.23,0.36,1.93,19.52,0.46,8.8,689080,60040,629040,52.92,32.52,20.4,Klaus Treutner
1990-07-16T06:00,0.5,16.5,32.469,4.6,23.56,0.41,1.32,25.29,0.4,7.1,1445200,689600,755600,53.9,21.86,32.04,Klaus Treutner
1990-07-17T06:25,0.5,16.2,32.682,3.3,8.49,0.31,0.96,9.76,0.43,6.2,2553520,1368000,1185520,70.06,32.74,37.32,Klaus Treutner
1990-07-18T06:15,0.5,15.7,32.842,2.7,21.38,0.33,1.05,22.76,0.38,8.5,1865720,1026200,839520,38.97,15.36,23.61,Klaus Treutner
1990-07-19T06:15,0.5,15.6,32.756,2.9,19.52,0.4,1.99,21.91,0.46,6.7,2034520,1029200,1005320,50.66,22.56,28.1,Klaus Treutner
1990-07-20T05:50,0.5,16.1,32.585,4.1,12.44,0.4,1.22,14.06,0.46,8.3,2420320,1215600,1204720,53.42,15.48,37.94,Klaus Treutner
1990-07-23T06:40,0.5,15.9,32.419,3.8,15.8,0.47,0.99,17.26,0.42,8,1828880,1038800,790080,44.64,15.92,28.72,Klaus Treutner
1990-07-24T07:10,0.5,15.9,32.319,3.6,7.84,0.37,1.08,9.29,0.44,7.3,1718760,665480,1053280,53.6,21.68,31.92,Klaus Treutner
1990-07-25T06:25,0.5,15.9,32.516,4,14.49,0.37,1.67,16.53,0.37,7.7,1609560,760120,849440,37.85,10.76,27.09,Klaus Treutner
1990-07-26T06:55,0.5,16.4,32.515,4.9,18.04,0.33,1.39,19.76,0.3,6.8,2272480,1058000,1214480,54.6,13,41.6,Klaus Treutner
1990-07-27T07:20,0.5,16.6,32.267,3.8,20.21,0.25,0.82,21.28,0.18,6.3,2104640,1509200,595440,58.12,17.24,40.88,Klaus Treutner
1990-07-30T06:55,0.5,17.4,32.346,6,19.12,0.15,1.25,20.52,0.31,4.5,1375920,501600,874320,91.24,5.32,85.92,Klaus Treutner
1990-07-31T06:10,0.5,17.5,32.587,6.2,14.29,0.17,1.04,15.5,0.33,4.9,1033640,250000,783640,77.52,2.5,75.02,Klaus Treutner
1990-08-01T05:55,0.5,17.4,32.837,6,14.7,0.08,0.59,15.37,0.13,4.5,1607280,252800,1354480,93.74,3.34,90.4,Klaus Treutner
1990-08-02T06:25,0.5,17.9,32.637,5.2,19.31,0.1,0.85,20.26,0.21,4.7,1401160,0,1401160,155.1,0,155.1,Klaus Treutner
1990-08-06T06:10,0.5,17,33.014,4.1,18.34,0.11,1.38,19.83,0.23,4.6,1131880,115000,1016880,94.54,1.8,92.74,Klaus Treutner
1990-08-07T06:05,0.5,16.8,32.986,4.3,20.17,0.12,0.63,20.92,0.21,4.1,1165320,220000,945320,77.36,3.1,74.26,Klaus Treutner
1990-08-08T06:05,0.5,16.8,32.436,4.5,21.25,0.13,0.33,21.61,0.18,2.9,1475840,660000,815840,92.66,6.7,85.96,Klaus Treutner
1990-08-09T06:50,0.5,16.9,32.59,5.2,23.5,0.09,0.34,23.93,0.13,5.9,990480,260000,730480,70.98,2.7,68.28,Klaus Treutner
1990-08-13T06:45,0.5,17.5,32.501,7,16.9,0.09,1.36,18.35,0.14,7,872560,50000,822560,181.82,0.5,181.32,Klaus Treutner
1990-08-14T06:55,0.5,17.6,32.549,5.5,10.02,0.09,0.51,10.62,0.23,6.6,869000,50000,819000,245.7,0.5,245.2,Klaus Treutner
1990-08-15T06:35,0.5,18,32.348,4.5,12.69,0.09,1.14,13.92,0.33,5.9,957480,39000,918480,185.81,0.39,185.42,Klaus Treutner
1990-08-16T06:45,0.5,18.1,32.457,4.5,13.97,0.03,0.33,14.33,0.16,7.5,843720,160,843560,410.09,40,370.09,Klaus Treutner
1990-08-17T06:10,0.5,17,32.487,3,11.51,0.01,0.04,11.56,0.05,5.5,854760,80,854680,385.54,28,357.54,Klaus Treutner
1990-08-20T06:40,0.5,16.2,32.546,4,24.79,0.14,0.6,25.53,0.3,9,530000,1200,528800,76.54,0.24,76.3,Klaus Treutner
1990-08-21T06:35,0.5,16.8,32.617,0.2,14.64,0.11,1.39,16.14,0.29,2.9,381920,3200,378720,86.82,0.96,85.86,Klaus Treutner
1990-08-22T06:35,0.5,17,31.86,,21.4,0.38,2.58,24.36,0.54,4.2,1589440,2280,1587160,219.25,65.44,153.81,Klaus Treutner
1990-08-23T07:00,0.5,17,31.842,1.2,18.39,0.5,2.72,21.61,0.8,6.9,1570560,5720,1564840,163.62,4.12,159.5,Klaus Treutner
1990-08-24T05:50,0.5,17.1,31.919,2,12.85,0.41,2.23,15.49,0.52,8.8,2308640,5560,2303080,237.04,5.48,231.56,Klaus Treutner
1990-08-27T06:40,0.5,17.4,32.177,2.5,7.73,0.01,1.11,8.85,0.29,9,1640840,38120,1602720,233.2,43.9,189.3,Klaus Treutner
1990-08-28T06:15,0.5,17.5,32.396,2.8,14.38,0.04,1.28,15.7,0.36,11.9,1296840,3280,1293560,148.92,12.34,136.58,Klaus Treutner
1990-08-29T06:45,0.5,17.8,32.239,3.5,9.2,0.04,0.88,10.12,0.33,11.6,1474320,9200,1465120,238.02,0.4,237.63,Klaus Treutner
1990-08-30T06:50,0.5,18.6,31.937,2,20.43,0.05,0.79,21.27,0.38,11.7,4969840,0,4969840,566.82,0,566.82,Klaus Treutner
1990-08-31T05:45,0.5,17.9,32.087,3.4,20.97,0.03,1.1,22.12,0.33,10.9,1893120,6800,1886320,266.08,0.07,266.02,Klaus Treutner
1990-09-03T06:40,0.5,17.9,32.422,4.8,20.16,0.01,1.37,21.54,0.39,11,1889840,15040,1874800,157.55,7.96,149.59,Klaus Treutner
1990-09-04T06:10,0.5,17.5,32.537,4,21.21,0.01,0.82,22.04,0.29,9.1,1245600,14880,1230720,112.88,11.32,101.56,Klaus Treutner
1990-09-05T06:40,0.5,17,32.528,2.7,21.93,0.01,0.68,22.62,0.26,10.3,1594320,7400,1586920,185.67,79.25,106.42,Klaus Treutner
1990-09-06T05:40,0.5,16.8,32.56,3.8,13.72,0.01,0.56,14.29,0.33,0.4,1190320,12000,1178320,94.04,22.12,71.92,Klaus Treutner
1990-09-07T06:20,0.5,16.6,32.515,3.2,2.91,0.01,0.16,3.08,0.16,6.8,1952320,28600,1923720,195.43,40.61,154.83,Klaus Treutner
1990-09-10T06:45,0.5,16.6,32.65,2.4,11.54,0.01,1.55,13.1,0.45,9.9,1579200,17400,1561800,122.38,39.72,82.66,Klaus Treutner
